filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_50.JPG,3534334,"{}",21,0,"{""name"":""polygon"",""all_points_x"":[330,644,640,335],""all_points_y"":[1132,1157,1264,1239]}","{}"
IMG_50.JPG,3534334,"{}",21,1,"{""name"":""polygon"",""all_points_x"":[673,942,942,665],""all_points_y"":[1161,1190,1285,1268]}","{}"
IMG_50.JPG,3534334,"{}",21,2,"{""name"":""polygon"",""all_points_x"":[967,1235,1231,963],""all_points_y"":[1182,1206,1318,1297]}","{}"
IMG_50.JPG,3534334,"{}",21,3,"{""name"":""polygon"",""all_points_x"":[1462,2148,2148,1467],""all_points_y"":[1268,1326,1413,1372]}","{}"
IMG_50.JPG,3534334,"{}",21,4,"{""name"":""polygon"",""all_points_x"":[2161,2280,2280,2165],""all_points_y"":[1330,1338,1429,1417]}","{}"
IMG_50.JPG,3534334,"{}",21,5,"{""name"":""polygon"",""all_points_x"":[2301,2714,2722,2313],""all_points_y"":[1343,1363,1458,1434]}","{}"
IMG_50.JPG,3534334,"{}",21,6,"{""name"":""polygon"",""all_points_x"":[3041,3185,3202,3041],""all_points_y"":[1347,1359,1434,1434]}","{}"
IMG_50.JPG,3534334,"{}",21,7,"{""name"":""polygon"",""all_points_x"":[3231,3301,3313,3239],""all_points_y"":[1363,1372,1446,1446]}","{}"
IMG_50.JPG,3534334,"{}",21,8,"{""name"":""polygon"",""all_points_x"":[3396,3326,3305,3375],""all_points_y"":[1454,1458,1367,1380]}","{}"
IMG_50.JPG,3534334,"{}",21,9,"{""name"":""polygon"",""all_points_x"":[3545,3416,3408,3528],""all_points_y"":[1471,1462,1372,1384]}","{}"
IMG_50.JPG,3534334,"{}",21,10,"{""name"":""polygon"",""all_points_x"":[326,1739,1743,310],""all_points_y"":[1285,1392,1628,1557]}","{}"
IMG_50.JPG,3534334,"{}",21,11,"{""name"":""polygon"",""all_points_x"":[1772,2611,2627,1764],""all_points_y"":[1405,1454,1686,1644]}","{}"
IMG_50.JPG,3534334,"{}",21,12,"{""name"":""polygon"",""all_points_x"":[2632,3582,3606,2640],""all_points_y"":[1462,1529,1743,1690]}","{}"
IMG_50.JPG,3534334,"{}",21,13,"{""name"":""polygon"",""all_points_x"":[1012,1380,1380,1016],""all_points_y"":[1619,1632,1752,1739]}","{}"
IMG_50.JPG,3534334,"{}",21,14,"{""name"":""polygon"",""all_points_x"":[1446,2194,2198,1438],""all_points_y"":[1636,1677,1789,1756]}","{}"
IMG_50.JPG,3534334,"{}",21,15,"{""name"":""polygon"",""all_points_x"":[2223,2714,2714,2227],""all_points_y"":[1686,1706,1822,1797]}","{}"
IMG_50.JPG,3534334,"{}",21,16,"{""name"":""polygon"",""all_points_x"":[2743,3222,3222,2747],""all_points_y"":[1719,1739,1847,1818]}","{}"
IMG_50.JPG,3534334,"{}",21,17,"{""name"":""polygon"",""all_points_x"":[1553,1818,1818,1553],""all_points_y"":[1785,1793,1867,1863]}","{}"
IMG_50.JPG,3534334,"{}",21,18,"{""name"":""polygon"",""all_points_x"":[1838,1838,2239,2239],""all_points_y"":[1876,1789,1809,1884]}","{}"
IMG_50.JPG,3534334,"{}",21,19,"{""name"":""polygon"",""all_points_x"":[2264,2256,2549,2557],""all_points_y"":[1884,1805,1818,1904]}","{}"
IMG_50.JPG,3534334,"{}",21,20,"{""name"":""polygon"",""all_points_x"":[2598,2594,2817,2813],""all_points_y"":[1900,1830,1830,1909]}","{}"
IMG_44.JPG,1701968,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[771,1036,1036,775],""all_points_y"":[1623,1638,1770,1766]}","{}"
IMG_44.JPG,1701968,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[1028,1865,1862,1028],""all_points_y"":[1619,1660,1818,1788]}","{}"
IMG_44.JPG,1701968,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[771,1450,1450,775],""all_points_y"":[1843,1873,2126,2108]}","{}"
IMG_44.JPG,1701968,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[1476,2725,2736,1473],""all_points_y"":[1880,1928,2178,2141]}","{}"
IMG_44.JPG,1701968,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[793,1256,1252,797],""all_points_y"":[2185,2196,2358,2354]}","{}"
IMG_44.JPG,1701968,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[1278,1630,1627,1278],""all_points_y"":[2196,2203,2365,2358]}","{}"
IMG_40.JPG,1892039,"{}",8,0,"{""name"":""polygon"",""all_points_x"":[1212,1513,1513,1212],""all_points_y"":[1542,1546,1733,1741]}","{}"
IMG_40.JPG,1892039,"{}",8,1,"{""name"":""polygon"",""all_points_x"":[1535,1862,1865,1535],""all_points_y"":[1542,1553,1737,1744]}","{}"
IMG_40.JPG,1892039,"{}",8,2,"{""name"":""polygon"",""all_points_x"":[1965,2861,2853,1979],""all_points_y"":[1487,1491,1770,1763]}","{}"
IMG_40.JPG,1892039,"{}",8,3,"{""name"":""polygon"",""all_points_x"":[411,1135,1131,408],""all_points_y"":[1854,1862,2244,2240]}","{}"
IMG_40.JPG,1892039,"{}",8,4,"{""name"":""polygon"",""all_points_x"":[1164,2901,2897,1179],""all_points_y"":[1862,1869,2262,2258]}","{}"
IMG_40.JPG,1892039,"{}",8,5,"{""name"":""polygon"",""all_points_x"":[808,1318,1318,804],""all_points_y"":[2335,2332,2479,2479]}","{}"
IMG_40.JPG,1892039,"{}",8,6,"{""name"":""polygon"",""all_points_x"":[1340,2001,2005,1333],""all_points_y"":[2343,2339,2497,2501]}","{}"
IMG_40.JPG,1892039,"{}",8,7,"{""name"":""polygon"",""all_points_x"":[2020,2633,2637,2027],""all_points_y"":[2339,2343,2515,2508]}","{}"
IMG_41.JPG,1882206,"{}",19,0,"{""name"":""polygon"",""all_points_x"":[951,2332,2317,944],""all_points_y"":[1238,1171,1399,1439]}","{}"
IMG_41.JPG,1882206,"{}",19,1,"{""name"":""polygon"",""all_points_x"":[742,2589,2593,738],""all_points_y"":[1524,1458,1887,1943]}","{}"
IMG_41.JPG,1882206,"{}",19,2,"{""name"":""polygon"",""all_points_x"":[371,661,661,364],""all_points_y"":[1708,1693,1821,1836]}","{}"
IMG_41.JPG,1882206,"{}",19,3,"{""name"":""polygon"",""all_points_x"":[404,1774,1766,408],""all_points_y"":[1968,1917,2189,2229]}","{}"
IMG_41.JPG,1882206,"{}",19,4,"{""name"":""polygon"",""all_points_x"":[1807,2787,2780,1799],""all_points_y"":[1921,1895,2181,2189]}","{}"
IMG_41.JPG,1882206,"{}",19,5,"{""name"":""polygon"",""all_points_x"":[698,1197,1197,687],""all_points_y"":[2255,2244,2402,2413]}","{}"
IMG_41.JPG,1882206,"{}",19,6,"{""name"":""polygon"",""all_points_x"":[1226,1781,1770,1234],""all_points_y"":[2247,2240,2405,2420]}","{}"
IMG_41.JPG,1882206,"{}",19,7,"{""name"":""polygon"",""all_points_x"":[1840,2361,2361,1847],""all_points_y"":[2233,2211,2402,2405]}","{}"
IMG_41.JPG,1882206,"{}",19,8,"{""name"":""polygon"",""all_points_x"":[661,911,914,665],""all_points_y"":[2453,2457,2629,2633]}","{}"
IMG_41.JPG,1882206,"{}",19,9,"{""name"":""polygon"",""all_points_x"":[925,1109,1105,940],""all_points_y"":[2453,2457,2622,2629]}","{}"
IMG_41.JPG,1882206,"{}",19,10,"{""name"":""polygon"",""all_points_x"":[1149,2398,2402,1142],""all_points_y"":[2464,2435,2589,2611]}","{}"
IMG_41.JPG,1882206,"{}",19,11,"{""name"":""polygon"",""all_points_x"":[400,823,826,422],""all_points_y"":[2655,2655,2824,2817]}","{}"
IMG_41.JPG,1882206,"{}",19,12,"{""name"":""polygon"",""all_points_x"":[863,2721,2721,863],""all_points_y"":[2666,2615,2820,2842]}","{}"
IMG_41.JPG,1882206,"{}",19,13,"{""name"":""polygon"",""all_points_x"":[397,532,532,382],""all_points_y"":[2897,2897,3000,3004]}","{}"
IMG_41.JPG,1882206,"{}",19,14,"{""name"":""polygon"",""all_points_x"":[543,808,812,540],""all_points_y"":[2901,2897,2996,3000]}","{}"
IMG_41.JPG,1882206,"{}",19,15,"{""name"":""polygon"",""all_points_x"":[823,929,929,812],""all_points_y"":[2901,2905,3004,3000]}","{}"
IMG_41.JPG,1882206,"{}",19,16,"{""name"":""polygon"",""all_points_x"":[936,1116,1116,936],""all_points_y"":[2901,2901,3007,3007]}","{}"
IMG_41.JPG,1882206,"{}",19,17,"{""name"":""polygon"",""all_points_x"":[1127,1381,1377,1124],""all_points_y"":[2901,2897,3004,3007]}","{}"
IMG_41.JPG,1882206,"{}",19,18,"{""name"":""polygon"",""all_points_x"":[1395,2783,2783,1392],""all_points_y"":[2894,2875,2996,3004]}","{}"
IMG_43.JPG,1621982,"{}",10,0,"{""name"":""polygon"",""all_points_x"":[2424,2519,2519,2435],""all_points_y"":[140,140,195,195]}","{}"
IMG_43.JPG,1621982,"{}",10,1,"{""name"":""polygon"",""all_points_x"":[2530,2802,2798,2526],""all_points_y"":[136,132,187,195]}","{}"
IMG_43.JPG,1621982,"{}",10,2,"{""name"":""polygon"",""all_points_x"":[1293,1476,1476,1307],""all_points_y"":[1715,1708,1810,1810]}","{}"
IMG_43.JPG,1621982,"{}",10,3,"{""name"":""polygon"",""all_points_x"":[1498,1634,1630,1506],""all_points_y"":[1704,1704,1803,1799]}","{}"
IMG_43.JPG,1621982,"{}",10,4,"{""name"":""polygon"",""all_points_x"":[1660,2009,2001,1656],""all_points_y"":[1697,1686,1799,1803]}","{}"
IMG_43.JPG,1621982,"{}",10,5,"{""name"":""polygon"",""all_points_x"":[507,2839,2839,525],""all_points_y"":[1898,1851,2255,2313]}","{}"
IMG_43.JPG,1621982,"{}",10,6,"{""name"":""polygon"",""all_points_x"":[944,1252,1256,951],""all_points_y"":[2354,2343,2446,2460]}","{}"
IMG_43.JPG,1621982,"{}",10,7,"{""name"":""polygon"",""all_points_x"":[1267,1660,1656,1263],""all_points_y"":[2354,2346,2464,2457]}","{}"
IMG_43.JPG,1621982,"{}",10,8,"{""name"":""polygon"",""all_points_x"":[1674,2045,2045,1674],""all_points_y"":[2343,2343,2453,2449]}","{}"
IMG_43.JPG,1621982,"{}",10,9,"{""name"":""polygon"",""all_points_x"":[2086,2391,2391,2093],""all_points_y"":[2339,2332,2427,2427]}","{}"
IMG_42.JPG,2429801,"{}",11,0,"{""name"":""polygon"",""all_points_x"":[2192,2302,2310,2207],""all_points_y"":[863,819,863,903]}","{}"
IMG_42.JPG,2429801,"{}",11,1,"{""name"":""polygon"",""all_points_x"":[2449,2626,2626,2453],""all_points_y"":[771,749,797,826]}","{}"
IMG_42.JPG,2429801,"{}",11,2,"{""name"":""polygon"",""all_points_x"":[2798,2982,2974,2798],""all_points_y"":[749,753,812,801]}","{}"
IMG_42.JPG,2429801,"{}",11,3,"{""name"":""polygon"",""all_points_x"":[958,1697,1667,925],""all_points_y"":[1278,1443,1583,1417]}","{}"
IMG_42.JPG,2429801,"{}",11,4,"{""name"":""polygon"",""all_points_x"":[1788,2365,2350,1763],""all_points_y"":[1465,1579,1733,1608]}","{}"
IMG_42.JPG,2429801,"{}",11,5,"{""name"":""polygon"",""all_points_x"":[195,1711,1674,140],""all_points_y"":[1267,1612,2038,1774]}","{}"
IMG_42.JPG,2429801,"{}",11,6,"{""name"":""polygon"",""all_points_x"":[1759,2916,2883,1708],""all_points_y"":[1630,1854,2262,2053]}","{}"
IMG_42.JPG,2429801,"{}",11,7,"{""name"":""polygon"",""all_points_x"":[253,1047,1032,250],""all_points_y"":[1810,1946,2111,1990]}","{}"
IMG_42.JPG,2429801,"{}",11,8,"{""name"":""polygon"",""all_points_x"":[1054,1605,1586,1036],""all_points_y"":[1954,2045,2200,2119]}","{}"
IMG_42.JPG,2429801,"{}",11,9,"{""name"":""polygon"",""all_points_x"":[1759,2251,2247,1748],""all_points_y"":[2078,2159,2299,2218]}","{}"
IMG_42.JPG,2429801,"{}",11,10,"{""name"":""polygon"",""all_points_x"":[2258,2262,2824,2824],""all_points_y"":[2306,2167,2251,2383]}","{}"
IMG_31.JPG,1740846,"{}",11,0,"{""name"":""polygon"",""all_points_x"":[415,962,973,411],""all_points_y"":[1869,1873,2078,2089]}","{}"
IMG_31.JPG,1740846,"{}",11,1,"{""name"":""polygon"",""all_points_x"":[1039,1726,1730,1072],""all_points_y"":[1825,1851,2075,2078]}","{}"
IMG_31.JPG,1740846,"{}",11,2,"{""name"":""polygon"",""all_points_x"":[2310,2541,2548,2310],""all_points_y"":[1766,1766,1884,1880]}","{}"
IMG_31.JPG,1740846,"{}",11,3,"{""name"":""polygon"",""all_points_x"":[2556,2772,2772,2563],""all_points_y"":[1763,1766,1921,1917]}","{}"
IMG_31.JPG,1740846,"{}",11,4,"{""name"":""polygon"",""all_points_x"":[1722,1715,2009,2009],""all_points_y"":[2156,2071,2067,2141]}","{}"
IMG_31.JPG,1740846,"{}",11,5,"{""name"":""polygon"",""all_points_x"":[2056,2189,2196,2075],""all_points_y"":[2060,2064,2141,2145]}","{}"
IMG_31.JPG,1740846,"{}",11,6,"{""name"":""polygon"",""all_points_x"":[2196,2394,2405,2214],""all_points_y"":[2056,2060,2134,2134]}","{}"
IMG_31.JPG,1740846,"{}",11,7,"{""name"":""polygon"",""all_points_x"":[2453,2688,2688,2479],""all_points_y"":[2056,2067,2141,2141]}","{}"
IMG_31.JPG,1740846,"{}",11,8,"{""name"":""polygon"",""all_points_x"":[2850,2699,2695,2842],""all_points_y"":[2137,2134,2064,2071]}","{}"
IMG_31.JPG,1740846,"{}",11,9,"{""name"":""polygon"",""all_points_x"":[1814,1807,2284,2288],""all_points_y"":[2225,2163,2156,2218]}","{}"
IMG_31.JPG,1740846,"{}",11,10,"{""name"":""polygon"",""all_points_x"":[2405,2861,2864,2409],""all_points_y"":[2156,2159,2218,2225]}","{}"
IMG_25.jpg,256781,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[364,514,513,369],""all_points_y"":[263,260,303,301]}","{}"
IMG_25.jpg,256781,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[367,366,511,509],""all_points_y"":[340,299,302,339]}","{}"
IMG_25.jpg,256781,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[350,350,526,527],""all_points_y"":[375,344,340,372]}","{}"
IMG_24.JPG,3442465,"{}",24,0,"{""name"":""polygon"",""all_points_x"":[481,826,826,485],""all_points_y"":[1649,1663,1785,1777]}","{}"
IMG_24.JPG,3442465,"{}",24,1,"{""name"":""polygon"",""all_points_x"":[863,1282,1282,848],""all_points_y"":[1667,1689,1810,1796]}","{}"
IMG_24.JPG,3442465,"{}",24,2,"{""name"":""polygon"",""all_points_x"":[1300,1656,1656,1307],""all_points_y"":[1667,1674,1807,1799]}","{}"
IMG_24.JPG,3442465,"{}",24,3,"{""name"":""polygon"",""all_points_x"":[1689,2240,2240,1693],""all_points_y"":[1678,1686,1818,1814]}","{}"
IMG_24.JPG,3442465,"{}",24,4,"{""name"":""polygon"",""all_points_x"":[2262,2570,2570,2266],""all_points_y"":[1700,1708,1843,1832]}","{}"
IMG_24.JPG,3442465,"{}",24,5,"{""name"":""polygon"",""all_points_x"":[22,272,275,15],""all_points_y"":[1777,1788,1998,2001]}","{}"
IMG_24.JPG,3442465,"{}",24,6,"{""name"":""polygon"",""all_points_x"":[308,995,984,301],""all_points_y"":[1788,1814,2023,2020]}","{}"
IMG_24.JPG,3442465,"{}",24,7,"{""name"":""polygon"",""all_points_x"":[1010,1568,1572,1014],""all_points_y"":[1818,1829,2027,2020]}","{}"
IMG_24.JPG,3442465,"{}",24,8,"{""name"":""polygon"",""all_points_x"":[1597,2402,2409,1594],""all_points_y"":[1829,1832,2042,2031]}","{}"
IMG_24.JPG,3442465,"{}",24,9,"{""name"":""polygon"",""all_points_x"":[2420,2978,2985,2431],""all_points_y"":[1843,1854,2056,2042]}","{}"
IMG_24.JPG,3442465,"{}",24,10,"{""name"":""polygon"",""all_points_x"":[246,988,988,250],""all_points_y"":[2045,2049,2156,2137]}","{}"
IMG_24.JPG,3442465,"{}",24,11,"{""name"":""polygon"",""all_points_x"":[1002,1428,1432,1002],""all_points_y"":[2053,2060,2156,2156]}","{}"
